camera_data
int

12541830
12765325
12656377
12838996
12714747
12210847
12220564
12086430
12031446
13861452
17101950
17208108
14506097
13855052
14719741
13267259
13754747
13538829
12490970
12976688
13275062
12817398
13063488
13457141
12283588
11651402
14586846
15732345
15315505
14385878
14293933
11137282
12013296
12468860
12701074
13076494
13270429
13864710
15037671
14820172
14106651
13983218
14375844
14326858
14431346
14576182
14122068
13844946
14163345
14847863
15426666
15332391
14140875
14240121
14194705
14422019
14442287
14379929
14316708
12648400
12161055
13257073
12649228
13868053
13069818
16541726
16284863
16152214
15066593
14661184
15645986
15754400
13533213
9854501
10838940
8907979
10161376
10487317
11423778
11577952
11390972
12292390
11832498
12124412
11234604
10748831
11297485
10997903
11053845
9682216
9991308
12049268
12952237
12579143
12306897
11603673
11638224
11695708
11036238
11216867
10963338
10947423
11188886
11076290
9863879
9271472
9293526
7775863
5965530
5944219
7711277
8265498
10177129
10519530
10662901
10815091
11037308
12276098
7986178
13922689
17476898
19596240
20977890
22328600
21609450
16253624
15499862
15532303
15254326
15357915
13920296
13840698
13648449
13466777
13067978
13282573
13538214
13654196
13737417
13747095
14439657
13975776
13449808
13592923
13340280
13314170
13609048
13912354
13349434
13662006
13481312
14209958
14003431
14219198
13996227
14193633
14462253
14375585
14207433
14140046
14686760
14431748
14678891
14588997
14687184
14355220
12973414
14090080
14452173
14351142
13914568
12771920
14265049
13633155
13474402
13457266
13424095
13464150
13809703
13779040
14300115
13613490
13534638
13888454
13840387
13249703
14112160
14425537
14147525
13862092
14683340
13802043
13717169
14090907
13938900
14056931
13725484
13871238
13917988
15016554
12925535
13499662
13411480
13350324
13433577
13424119
13041929
13494108
13459633
13146846
12805720
13318976
13281632
13192774
13547381
13747521
12938762
13931100
13113077
12877430
13259314
12554695
12222594
13084412
12649908
13153456
12639345
12877920
13030839
13954693
13400095
13717528
13891170
13538034
13083080
13627033
12527179
16270411
12238095
12890976
13116047
12921300
13552146
13280446
13625262
13996661
13848461
14446700
13486655
15319646
16328419
16763366
17325582
15634275
18325303
15487546
13489223
12653296
11216089
10636490
10649651
10607386
11260127
12391060
14071580
14733831
14877966
16017603
17998203
16894716
15189916
13996907
13393724
9370884
12831240
12855934
13728744
14609339
13995934
12808303
10703859
10458976
11247696
11197974
8714670
8287765
8827569
8769438
9414368
9501217
10106900
9843193
7819872
8113653
7742937
9000383
8774309
9325107
10825687
8991393
9216245
10109000
9797689
9287158
8353742
7182502
5718227
6216026
6651329
6079198
4433603
5847461
5199510
7952068
8039789
7856790
6565510
6227069
6465181
6620516
11307130
8642915
9368842
10585149
10836171
11964582
12917545
8875449
8856713
10180460
10917564
9804018
8374501
8384607
8968560
7580255
7094805
7067045
6826160
8074623
6457955
6909466
6618433
7202954
6946363
6245371
6154189
5890013
7203994
6587239
6730095
6648411
6233034
6282665
6311018
6923820
7057511
5993434
6607102
5836463
6056747
6295738
5354270
5699287
5641546
6661828
5839638
6001344
6155733
7608429
8959349
8726174
10015584
9438676
9115724
10251192
8192519
7561634
8518697
8720524
8758315
7950177
8505844
8774686
9287155
9451955
8134282
8709492
9809781
9002758
8182857
7864436
7770950
8109332
9446783
8359167
7642714
8052508
7646685
8668961
7661068
7362792
6257059
5941980
5723643
4986623
4209824
2937330
2648820
2259042
1591587
1057407
769534
588301
382861
364637
278372
443483
533320
676037
936976
754582
738944
676962
476951
204892
175836
85921
65056
66379
49957
48121
27436
30233
34602
33783
18420
24579
34545
40686
39960
38385
42987
38421
39186
88782
196107
249458
273982
284704
316238
428511
520350
599449
632936
771113
529571
466821
310438
344445
257859
132706
83026
54648
119799
654758
667517
721922
797817
858578
736301
706134
742311
748027
1153832
773935
842669
1462709
1095199
797200
927379
1109531
1096085
989638
969789
852238
733767
760763
837333
1080558
814389
925076
893301
1203803
1276141
1135274
909150
993298
906737
1410097
1537676
1333071
1462706
1360699
1198592
1259108
1480366
1327856
1331063
1534119
1291756
1212493
1381293
1300718
1562602
1232589
1384319
1476676
1918478
1460720
1538058
1428513
1473714
1659085
1625911
1706038
1262907
1273824
1283638
1165635
710874
584817
454995
244956
179313
113268
90512
50846
47976
43208
51157
44185
52509
61632
49390
64356
69201
72926
53346
49453
48586
40402
49198
52522
48534
52411
45900
43230
61464
19379231
20041563
17609507
14926803
12612941
11628867
16988442
10481805
11586146
12164838
12571635
12903757
12125952
12398195
10097384
9334217
9900937
10728489
11324370
10686493
10130142
11208529
11053026
12899819
14273975
15830640
17504160
15808088
16436727
14523743
14601891
14094801
12895020
12652718
13299039
14117141
13698667
13780271
13781018
13375097
13348343
13266539
12462558
12714580
13764632
13768752
13250680
13518026
13420837
14013737
14535483
14643380
13504310
14414659
14693306
13350158
12916010
14188015
13873601
15335871
14616839
14663045
12451917
13074568
14752840
14796752
12275374
14835681
13667880
13914409
14176568
12978600
12902088
12808351
12834019
12201862
14075009
14443058
14070473
14333831
14038118
13409158
12640645
12948834
12525031
14645186
13529057
13158628
13201160
13324346
13164436
13792386
14534022
12854021
13351557
13977771
14112633
14704047
15227329
15493844
16407300
13956059
12936628
9919280
7394786
8368322
10535323
10838529
13330421
12567225
11719485
14356413
16551603
18919499
21547316
18243770
15437520
19702342
16148369
20040742
14220765
12422750
11644892
12929756
14919190
15563452
15517635
15310891
16647707
14858605
15000298
14382259
15431414
14683720
15165506
15191078
14528959
13565364
12799098
11992229
11301423
10225892
9340183
8832530
7872669
7294719
8110428
8335453
9030265
8514315
11650237
11149251
11503362
11725829
11843873
10645141
10660533
11435215
11492244
12282668
12667558
12890840
12229387
12761079
13802376
14781896
15637127
16107169
16440369
15226594
15240755
15127008
13751738
13658113
14999284
14538963
13790294
14396473
14990071
14560335
15013615
15008967
13594505
14109465
13916211
13821817
13293782
14434263
13396046
13239861
13755378
13593215
13159391
13500133
13642880
13956104
14057162
13651895
14328735
14116019
14248366
14338271
13995256
14343847
12130527
11750505
11795407
12033783
12029240
12804376
11730764
13230132
12557394
13377268
13295554
13809909
14195983
14164165
14205774
14083675
14162683
14031810
15015067
14440301
14039114
13850494
13655207
14762864
13699090
15179579
14310583
14007673
12874349
13026107
13886364
14467784
13679257
11938491
12077191
12447050
12236424
12008556
11844472
12066598
11486912
11143570
10517299
8018203
7576282
7144406
7698552
11464436
10910339
11160841
11904594
9535022
9882420
10142715
10300900
11524781
11755703
11620702
12950169
12723674
10725059
10451067
11178646
10289101
10569517
9915118
10577867
10910059
11552640
11370376
11503332
11085193
11006109
11669625
11635974
13321802
14202562
15742829
19186365
19901673
18960273
19382074
16347547
17268595
15665638
14870550
13643241
11663870
12114883
11965760
11566659
12499919
12729796
11812252
12643354
13424250
12994216
11639356
12567544
12426494
12030392
11128228
9984698
12785618
10797272
10694474
10144384
11123656
10888221
11329495
12950166
14224287
13567809
15065241
14052969
13680973
14426102
15426508
15716505
14816113
14239334
14193047
14531898
16392796
17024567
15784410
14895665
14336658
14232088
13889497
12859874
12861363
12577762
12829164
12785920
12817413
12967108
13218326
12255171
13215245
12628857
12685876
12288989
12177425
12632099
12343082
13226660
13611103
13292674
13962854
14191441
13852890
13795839
13660770
13925611
13696118
14260069
14251170
14200979
14763699
14675755
15233684
14240124
13857719
14006845
12890999
12930810
13220390
12965435
12953115
12794635
12642952
12592650
12518079
12599070
13049397
13302694
13559831
13678100
11657068
11915231
12077857
13623775
13849699
12945710
12409110
13602048
13057624
12950708
13142233
13530435
13352640
13790079
14074731
15026415
14775872
15000312
15913480
15929918
15882151
15678205
16078818
16080085
15837619
16677700
15623969
15500381
15199781
14846681
14580276
14308122
12757586
12194431
12459304
13544736
15199486
12628278
14272932
14417958
13974977
15711011
14394023
15546723
12063191
15676257
17841675
16668509
16685902
17055083
15633337
16015676
16467957
15278635
15428582
15615396
15688450
12843178
11441036
11623129
14351038
12851018
13972545
13709085
12665391
11778477
11532898
10463658
9621182
9243561
9002448
9130944
10336527
11905511
16984988
15606193
12824464
11959774
9541075
14007383
19578473
19332899
18570127
11649270
12658572
11960334
12386367
13431170
14063729
13930144
13102065
11402988
12089403
12527475
12527784
13397191
12782743
12327146
13591228
12957090
13068701
12930897
13302053
12864260
12773549
12735433
12480633
12839259
12178220
12500197
13159249
13901017
14099288
14277605
14720513
16242781
16546839
16592464
16134634
14872932
10264120
12033996
11982371
11891076
12529391
13625907
13178795
13238987
12787595
11316305
11070205
7992467
7479999
7545538
10132172
10852772
12893153
13192720
13362427
15453729
15824337
15686467
18989265
17987795
14877612
18522196
13074463
15610424
16218227
15056856
12603377
13231372
14272705
13289852
12526178
12305320
12891066
13380770
13133506
12713935
11671302
10038290
10768600
11276356
11850627
10552608
10708194
12065409
12402491
13012593
14118471
14039201
15406626
13344383
13791112
13047441
12536825
11567740
11117080
10859891
10523027
11083504
10957890
11790896
11697996
11969098
12403196
13109518
12690816
13567890
12965384
14547534
16134195
16421972
17183326
16646807
17201454
16765330
16029560
16133388
15846113
15325321
15549717
15477035
16603693
14162313
13059586
12931628
12795296
12757550
12389047
12611605
12898003
12895389
13436006
12751316
12590127
12740145
12660685
13435511
14965157
12950494
13000233
13674878
14482563
13040537
12895926
12883462
13287416
13727128
13670188
13760303
13928482
12277362
12960734
11687372
11860636
12140236
12413699
14222649
13980362
13694608
13679232
13228028
13437895
13220539
13175731
15248026
14216830
13624267
13050926
12972461
13105849
13560294
13692376
13965409
14406564
13424126
13536645
13783415
13916816
14318356
14912535
14878770
13725633
13394434
12358118
12176270
11798722
11670234
12230689
10391291
10333437
11687142
