modelParams|clParams|alpha,modelParams|sensorParams|encoders|camera_data:n,modelParams|spParams|synPermInactiveDec,modelParams|tpParams|activationThreshold,modelParams|tpParams|minThreshold,modelParams|tpParams|pamLength
0.0001,68,0.010221113566212286,13,10,2
